order_id,store_id,ts,loyalty_id,items,basket_value
1718,1101,2025-08-14T19:56:00,1410,KIDS,7.6
1719,1101,2025-08-14T11:57:00,2649,KIDS,24.07
1720,1101,2025-08-14T16:09:00,5259,COFFEE;SALMON,9.89
1721,1101,2025-08-14T12:57:00,1623,CINNAMON_BUN;CINNAMON_BUN,14.62
1722,1101,2025-08-14T14:55:00,5005,COFFEE;KIDS,12.04
1723,1101,2025-08-14T14:34:00,4033,SALMON;KIDS,13.59
1724,1101,2025-08-14T16:10:00,1103,COFFEE,10.25
1725,1101,2025-08-14T17:01:00,5092,CINNAMON_BUN,23.34
1726,1101,2025-08-14T18:10:00,2915,SALMON,27.44
1727,1101,2025-08-14T15:24:00,399,COFFEE;VEG_BALLS;VEG_BALLS,28.38
1728,1101,2025-08-14T18:35:00,2818,MEATBALLS;COFFEE;COFFEE,24.85
1729,1101,2025-08-14T17:15:00,3859,COFFEE,23.37
1730,1101,2025-08-14T15:55:00,4039,KIDS;KIDS,28.35
1731,1101,2025-08-14T14:08:00,4181,COFFEE,6.56
1732,1101,2025-08-14T16:21:00,102,KIDS;KIDS,26.63
1733,1101,2025-08-14T19:05:00,70,SALMON,16.89
1734,1101,2025-08-14T15:47:00,5623,KIDS,33.64
1735,1101,2025-08-14T19:46:00,1307,VEG_BALLS;COFFEE,25.43
1736,1101,2025-08-14T19:32:00,307,VEG_BALLS;CINNAMON_BUN;VEG_BALLS,33.83
1737,1101,2025-08-14T13:25:00,5894,SALMON;MEATBALLS;MEATBALLS,17.86
1738,1101,2025-08-14T15:03:00,1883,MEATBALLS,32.21
1739,1101,2025-08-14T11:52:00,5985,CINNAMON_BUN,17.64
1740,1101,2025-08-14T19:03:00,4614,SALMON,9.18
1741,1101,2025-08-14T17:21:00,1142,SALMON;SALMON,12.83
1742,1101,2025-08-14T17:01:00,3891,COFFEE;CINNAMON_BUN,33.66
1743,1101,2025-08-14T19:52:00,4345,MEATBALLS,6.49
1744,1101,2025-08-14T17:13:00,483,KIDS;VEG_BALLS,18.94
1745,1101,2025-08-14T13:43:00,581,CINNAMON_BUN;VEG_BALLS,17.1
1746,1101,2025-08-14T13:48:00,5776,SALMON,8.42
1747,1101,2025-08-14T12:06:00,4418,COFFEE;MEATBALLS;SALMON,10.99
1748,1101,2025-08-14T17:05:00,3698,KIDS;SALMON,33.58
1749,1101,2025-08-14T18:29:00,679,KIDS,10.39
1750,1101,2025-08-14T16:12:00,5390,SALMON;CINNAMON_BUN,15.79
1751,1101,2025-08-14T13:51:00,5994,SALMON;VEG_BALLS,32.57
1752,1101,2025-08-14T18:22:00,2643,MEATBALLS,34.78
1753,1101,2025-08-14T14:50:00,5240,SALMON,23.85
1754,1101,2025-08-14T17:22:00,123,CINNAMON_BUN,11.55
1755,1101,2025-08-14T15:58:00,3965,VEG_BALLS;KIDS,24.71
1756,1101,2025-08-14T19:29:00,3794,MEATBALLS;SALMON,29.78
1757,1101,2025-08-14T18:46:00,3652,KIDS;COFFEE,6.45
1758,1101,2025-08-14T14:57:00,5335,COFFEE,32.69
1759,1101,2025-08-14T16:38:00,5301,KIDS,22.55
1760,1101,2025-08-14T18:18:00,1547,SALMON,23.32
1761,1101,2025-08-14T16:46:00,5517,VEG_BALLS,25.99
1762,1101,2025-08-15T18:00:00,5477,KIDS,17.58
1763,1101,2025-08-15T16:30:00,1381,VEG_BALLS,22.13
1764,1101,2025-08-15T13:44:00,2665,MEATBALLS;CINNAMON_BUN,18.26
1765,1101,2025-08-15T18:08:00,4406,COFFEE;CINNAMON_BUN,29.63
1766,1101,2025-08-15T10:25:00,5475,VEG_BALLS;KIDS;SALMON,19.82
1767,1101,2025-08-15T18:15:00,897,MEATBALLS,14.58
1768,1101,2025-08-15T15:58:00,3409,CINNAMON_BUN,9.09
1769,1101,2025-08-15T14:07:00,2358,MEATBALLS,20.18
1770,1101,2025-08-15T16:05:00,378,VEG_BALLS,19.77
1771,1101,2025-08-15T14:42:00,2031,MEATBALLS,16.64
1772,1101,2025-08-15T19:40:00,2597,COFFEE,15.19
1773,1101,2025-08-15T11:57:00,3991,SALMON,7.9
1774,1101,2025-08-15T14:50:00,2432,KIDS,20.87
1775,1101,2025-08-15T11:06:00,4299,MEATBALLS,21.69
1776,1101,2025-08-15T17:12:00,2632,MEATBALLS;COFFEE,20.19
1777,1101,2025-08-15T16:26:00,182,CINNAMON_BUN;SALMON,14.04
1778,1101,2025-08-15T19:38:00,901,MEATBALLS,8.85
1779,1101,2025-08-15T17:49:00,1033,MEATBALLS,23.4
1780,1101,2025-08-15T16:06:00,3835,VEG_BALLS;SALMON,30.83
1781,1101,2025-08-15T15:37:00,5094,KIDS;KIDS,31.37
1782,1101,2025-08-15T16:27:00,5280,CINNAMON_BUN;MEATBALLS,16.26
1783,1101,2025-08-15T17:55:00,2780,SALMON,17.94
1784,1101,2025-08-15T13:19:00,1442,KIDS;KIDS,11.46
1785,1101,2025-08-15T17:44:00,2580,COFFEE,20.65
1786,1101,2025-08-15T18:10:00,1172,SALMON,32.37
1787,1101,2025-08-15T19:07:00,1008,SALMON,26.47
1788,1101,2025-08-15T17:30:00,5128,SALMON,17.72
1789,1101,2025-08-15T17:51:00,5893,MEATBALLS,19.49
1790,1101,2025-08-15T13:02:00,4139,COFFEE,13.2
1791,1101,2025-08-15T12:41:00,1572,VEG_BALLS,21.55
1792,1101,2025-08-15T11:30:00,2922,VEG_BALLS,28.64
1793,1101,2025-08-15T10:02:00,2794,MEATBALLS,18.11
1794,1101,2025-08-15T13:42:00,658,COFFEE,25.41
1795,1101,2025-08-15T19:27:00,1723,COFFEE,19.91
1796,1101,2025-08-15T13:36:00,1412,COFFEE,15.34
1797,1101,2025-08-15T19:48:00,2868,COFFEE;MEATBALLS,27.15
1798,1101,2025-08-15T16:46:00,1511,COFFEE;COFFEE;MEATBALLS,13.11
1799,1101,2025-08-15T14:05:00,4167,SALMON,17.14
1800,1101,2025-08-15T14:33:00,3178,KIDS,26.44
1801,1101,2025-08-15T16:21:00,4139,SALMON,21.34
1802,1101,2025-08-15T12:54:00,2149,MEATBALLS;SALMON,22.65
1803,1101,2025-08-15T13:44:00,4442,CINNAMON_BUN,9.43
1804,1101,2025-08-15T16:55:00,2038,MEATBALLS,17.34
1805,1101,2025-08-15T18:10:00,5821,SALMON,23.47
1806,1101,2025-08-15T10:35:00,4565,SALMON;VEG_BALLS;SALMON,14.65
1807,1101,2025-08-15T18:47:00,679,CINNAMON_BUN;COFFEE,18.33
1808,1101,2025-08-15T17:48:00,4352,MEATBALLS,34.21
1809,1101,2025-08-15T10:16:00,917,COFFEE;CINNAMON_BUN;KIDS,11.53
1810,1101,2025-08-15T12:35:00,5290,COFFEE,28.02
1811,1101,2025-08-15T15:44:00,5243,MEATBALLS,20.68
1812,1101,2025-08-16T15:28:00,3212,VEG_BALLS,8.67
1813,1101,2025-08-16T15:04:00,1849,CINNAMON_BUN,20.43
1814,1101,2025-08-16T16:58:00,5620,VEG_BALLS,19.5
1815,1101,2025-08-16T11:27:00,200,COFFEE,7.21
1816,1101,2025-08-16T16:35:00,4281,MEATBALLS,31.65
1817,1101,2025-08-16T15:34:00,5623,KIDS;KIDS,15.2
1818,1101,2025-08-16T16:14:00,5655,KIDS,20.37
1819,1101,2025-08-16T19:28:00,3172,KIDS,28.18
1820,1101,2025-08-16T15:51:00,85,KIDS,7.9
1821,1101,2025-08-16T16:22:00,2916,SALMON;VEG_BALLS,17.28
1822,1101,2025-08-16T18:19:00,4163,SALMON;KIDS,7.62
1823,1101,2025-08-16T15:34:00,1874,COFFEE;KIDS;VEG_BALLS,7.05
1824,1101,2025-08-16T18:00:00,1778,VEG_BALLS,29.45
1825,1101,2025-08-16T15:46:00,4584,VEG_BALLS;VEG_BALLS,34.1
1826,1101,2025-08-16T19:08:00,1307,SALMON,19.02
1827,1101,2025-08-16T12:13:00,2415,VEG_BALLS,25.62
1828,1101,2025-08-16T15:59:00,5236,CINNAMON_BUN;COFFEE,27.39
1829,1101,2025-08-16T14:05:00,4929,CINNAMON_BUN;VEG_BALLS,34.63
1830,1101,2025-08-16T13:40:00,1224,SALMON;MEATBALLS,16.04
1831,1101,2025-08-16T16:33:00,5073,CINNAMON_BUN,14.8
1832,1101,2025-08-16T15:02:00,5283,COFFEE,32.44
1833,1101,2025-08-16T18:24:00,5007,KIDS,33.31
1834,1101,2025-08-16T18:49:00,1472,KIDS;MEATBALLS,11.08
1835,1101,2025-08-16T15:01:00,5360,SALMON;MEATBALLS,7.96
1836,1101,2025-08-16T13:00:00,524,VEG_BALLS;CINNAMON_BUN,21.25
1837,1101,2025-08-16T16:40:00,654,MEATBALLS;VEG_BALLS,18.29
1838,1101,2025-08-16T15:47:00,2350,COFFEE;VEG_BALLS;MEATBALLS,27.85
1839,1101,2025-08-16T12:35:00,3381,CINNAMON_BUN;KIDS,22.06
1840,1101,2025-08-16T12:16:00,4111,VEG_BALLS,33.67
1841,1101,2025-08-16T18:33:00,1734,VEG_BALLS,25.79
1842,1101,2025-08-16T12:54:00,4774,SALMON;CINNAMON_BUN,18.55
1843,1101,2025-08-16T17:13:00,2499,CINNAMON_BUN,29.11
1844,1101,2025-08-16T14:18:00,4140,VEG_BALLS;COFFEE,24.26
1845,1101,2025-08-16T17:53:00,3087,SALMON,17.32
1846,1101,2025-08-16T15:05:00,5066,CINNAMON_BUN;SALMON,13.77
1847,1101,2025-08-16T14:13:00,5577,SALMON;MEATBALLS,17.16
1848,1101,2025-08-16T14:27:00,4377,COFFEE,22.93
1849,1101,2025-08-16T10:07:00,4455,SALMON;KIDS,31.15
1850,1101,2025-08-16T18:48:00,3139,COFFEE;CINNAMON_BUN,26.3
1851,1101,2025-08-16T15:54:00,3934,KIDS,32.06
1852,1101,2025-08-16T16:22:00,2095,VEG_BALLS,16.52
1853,1101,2025-08-16T14:27:00,1719,SALMON,19.99
1854,1101,2025-08-16T11:29:00,590,COFFEE,29.41
1855,1101,2025-08-16T15:00:00,2374,SALMON;KIDS,21.04
1856,1101,2025-08-16T18:48:00,803,KIDS;KIDS,9.61
1857,1101,2025-08-16T17:37:00,2892,SALMON,19.65
1858,1101,2025-08-16T18:53:00,1250,CINNAMON_BUN;COFFEE,24.13
1859,1101,2025-08-16T14:32:00,524,CINNAMON_BUN,21.5
1860,1101,2025-08-16T17:43:00,3307,SALMON,17.88
1861,1101,2025-08-16T18:44:00,540,COFFEE;SALMON,29.68
1862,1101,2025-08-16T19:20:00,1423,MEATBALLS;KIDS;CINNAMON_BUN,26.73
1863,1101,2025-08-16T17:44:00,3812,COFFEE,9.1
1864,1101,2025-08-16T19:58:00,3636,SALMON,17.54
1865,1101,2025-08-16T13:07:00,541,SALMON,31.94
1866,1101,2025-08-16T18:03:00,3262,COFFEE;MEATBALLS,24.65
1867,1101,2025-08-16T16:00:00,5147,VEG_BALLS,7.76
1868,1101,2025-08-16T17:59:00,3774,KIDS,33.33
1869,1101,2025-08-16T17:07:00,5587,COFFEE;MEATBALLS,22.94
1870,1101,2025-08-16T12:17:00,4395,SALMON,22.27
1871,1101,2025-08-16T13:44:00,2789,VEG_BALLS;CINNAMON_BUN,31.25
1872,1101,2025-08-16T14:35:00,2862,MEATBALLS,29.42
1873,1101,2025-08-16T11:44:00,3199,CINNAMON_BUN,19.87
1874,1101,2025-08-16T17:24:00,1770,COFFEE,20.04
1875,1101,2025-08-16T15:14:00,1187,VEG_BALLS;SALMON,18.01
1876,1101,2025-08-16T16:32:00,5371,VEG_BALLS;KIDS,28.59
1877,1101,2025-08-16T16:39:00,5568,CINNAMON_BUN,34.12
1878,1101,2025-08-16T16:17:00,4309,CINNAMON_BUN;SALMON;SALMON,22.29
1879,1101,2025-08-16T17:44:00,2678,KIDS;COFFEE,33.8
1880,1101,2025-08-16T13:08:00,1136,VEG_BALLS,11.24
1881,1101,2025-08-16T17:02:00,5935,SALMON,24.0
1882,1101,2025-08-16T15:32:00,2832,KIDS;MEATBALLS,23.51
1883,1101,2025-08-16T12:33:00,3213,SALMON,18.02
1884,1101,2025-08-16T12:42:00,2566,SALMON,9.49
1885,1101,2025-08-16T14:29:00,3911,SALMON;CINNAMON_BUN,25.14
1886,1101,2025-08-16T15:36:00,4509,MEATBALLS;KIDS,24.09
1887,1101,2025-08-16T15:16:00,5675,SALMON,14.7
1888,1101,2025-08-16T18:20:00,1679,KIDS,16.01
1889,1101,2025-08-16T15:30:00,51,MEATBALLS,33.25
1890,1101,2025-08-16T14:02:00,5941,MEATBALLS,8.53
1891,1101,2025-08-16T11:15:00,3467,SALMON;MEATBALLS,24.38
1892,1101,2025-08-16T18:42:00,1071,CINNAMON_BUN,7.87
1893,1101,2025-08-16T13:01:00,5088,CINNAMON_BUN,10.53
1894,1101,2025-08-16T15:08:00,5067,MEATBALLS,7.73
1895,1101,2025-08-16T16:17:00,5931,KIDS,26.32
1896,1101,2025-08-16T13:56:00,4311,COFFEE,10.81
1897,1101,2025-08-16T17:42:00,5749,KIDS,8.25
1898,1101,2025-08-16T16:24:00,2291,SALMON,16.21
1899,1101,2025-08-16T15:07:00,726,SALMON,8.6
1900,1101,2025-08-16T17:19:00,3247,CINNAMON_BUN,28.44
1901,1101,2025-08-16T17:04:00,4546,COFFEE,11.46
1902,1101,2025-08-16T19:41:00,4403,VEG_BALLS;SALMON,27.33
1903,1101,2025-08-16T17:23:00,4764,SALMON,8.88
1904,1101,2025-08-16T16:31:00,5433,MEATBALLS,18.73
1905,1101,2025-08-16T15:16:00,4487,KIDS,9.81
1906,1101,2025-08-16T16:48:00,5649,VEG_BALLS;COFFEE,21.32
1907,1101,2025-08-16T16:22:00,5425,SALMON;VEG_BALLS,16.18
1908,1101,2025-08-16T17:40:00,3653,VEG_BALLS,8.06
1909,1101,2025-08-16T18:43:00,1402,CINNAMON_BUN;KIDS,28.54
1910,1101,2025-08-16T13:52:00,211,CINNAMON_BUN,7.06
1911,1101,2025-08-16T10:07:00,3025,CINNAMON_BUN;VEG_BALLS;KIDS,9.03
1912,1101,2025-08-16T16:43:00,4731,COFFEE;VEG_BALLS,8.39
1913,1101,2025-08-16T12:29:00,943,VEG_BALLS,12.76
1914,1101,2025-08-16T18:26:00,1185,SALMON,28.79
1915,1101,2025-08-16T17:22:00,1887,KIDS,15.68
1916,1101,2025-08-16T15:09:00,5567,SALMON;VEG_BALLS,8.68
1917,1101,2025-08-16T12:24:00,5501,KIDS,34.28
1918,1101,2025-08-16T13:14:00,479,MEATBALLS;CINNAMON_BUN;VEG_BALLS,18.88
1919,1101,2025-08-16T14:16:00,601,CINNAMON_BUN;MEATBALLS;VEG_BALLS,29.88
1920,1101,2025-08-16T14:28:00,4924,CINNAMON_BUN,16.84
1921,1101,2025-08-16T18:18:00,3631,KIDS;COFFEE,18.39
1922,1101,2025-08-16T10:15:00,5142,MEATBALLS,27.46
1923,1101,2025-08-16T12:22:00,3318,VEG_BALLS,24.57
1924,1101,2025-08-16T19:03:00,3386,KIDS;KIDS,15.25
1925,1101,2025-08-16T16:13:00,1627,CINNAMON_BUN,27.91
1926,1101,2025-08-16T18:38:00,1585,SALMON,14.04
1927,1101,2025-08-16T17:35:00,5643,KIDS,17.07
1928,1101,2025-08-16T10:58:00,2683,VEG_BALLS;SALMON,12.96
1929,1101,2025-08-16T13:10:00,1822,CINNAMON_BUN,15.07
1930,1101,2025-08-16T14:15:00,1335,COFFEE,27.29
1931,1101,2025-08-16T16:49:00,2446,VEG_BALLS,15.68
1932,1101,2025-08-16T14:48:00,4117,CINNAMON_BUN,27.09
1933,1101,2025-08-16T14:53:00,3210,MEATBALLS,28.43
1934,1101,2025-08-16T14:34:00,2604,VEG_BALLS;KIDS;VEG_BALLS,15.98
1935,1101,2025-08-16T16:51:00,5337,SALMON,15.29
1936,1101,2025-08-16T15:49:00,322,CINNAMON_BUN;KIDS,25.27
1937,1101,2025-08-16T17:48:00,4084,KIDS,23.64
1938,1101,2025-08-16T14:45:00,717,KIDS;MEATBALLS;MEATBALLS,16.32
1939,1101,2025-08-16T18:34:00,5837,KIDS,10.03
1940,1101,2025-08-16T11:56:00,315,CINNAMON_BUN,29.33
1941,1101,2025-08-16T15:54:00,2328,COFFEE,10.9
1942,1101,2025-08-17T10:39:00,2070,COFFEE;COFFEE;VEG_BALLS,7.47
1943,1101,2025-08-17T17:30:00,2551,VEG_BALLS,8.33
1944,1101,2025-08-17T15:21:00,3273,CINNAMON_BUN;KIDS,18.06
1945,1101,2025-08-17T16:42:00,257,COFFEE;KIDS;MEATBALLS,21.84
1946,1101,2025-08-17T16:33:00,4386,SALMON;COFFEE;KIDS,8.05
1947,1101,2025-08-17T19:42:00,755,KIDS,6.54
1948,1101,2025-08-17T18:16:00,3522,VEG_BALLS;KIDS,28.55
1949,1101,2025-08-17T15:54:00,2203,CINNAMON_BUN,12.9
1950,1101,2025-08-17T14:54:00,2261,MEATBALLS,8.2
1951,1101,2025-08-17T11:37:00,393,COFFEE;VEG_BALLS,27.54
1952,1101,2025-08-17T16:53:00,2107,VEG_BALLS;VEG_BALLS,18.14
1953,1101,2025-08-17T13:06:00,2820,KIDS,12.5
1954,1101,2025-08-17T14:27:00,2018,SALMON,32.83
1955,1101,2025-08-17T14:44:00,3515,KIDS,18.79
1956,1101,2025-08-17T15:01:00,3913,COFFEE;COFFEE,33.8
1957,1101,2025-08-17T19:29:00,1957,SALMON;SALMON,13.28
1958,1101,2025-08-17T18:24:00,5698,VEG_BALLS;VEG_BALLS,13.93
1959,1101,2025-08-17T11:48:00,1904,COFFEE,27.34
1960,1101,2025-08-17T15:53:00,3307,CINNAMON_BUN,29.55
1961,1101,2025-08-17T17:25:00,308,MEATBALLS,11.12
1962,1101,2025-08-17T15:42:00,1774,COFFEE;SALMON,31.27
1963,1101,2025-08-17T12:46:00,899,MEATBALLS,26.59
1964,1101,2025-08-17T15:20:00,1290,KIDS;CINNAMON_BUN,23.18
1965,1101,2025-08-17T18:58:00,3958,MEATBALLS;SALMON,8.37
1966,1101,2025-08-17T16:21:00,3115,KIDS,29.34
1967,1101,2025-08-17T13:11:00,319,CINNAMON_BUN,12.83
1968,1101,2025-08-17T13:59:00,4663,VEG_BALLS;VEG_BALLS,20.75
1969,1101,2025-08-17T16:38:00,4580,VEG_BALLS;VEG_BALLS;CINNAMON_BUN,10.36
1970,1101,2025-08-17T16:52:00,5600,VEG_BALLS;SALMON;SALMON,28.93
1971,1101,2025-08-17T19:50:00,5443,KIDS,26.9
1972,1101,2025-08-17T15:56:00,1890,VEG_BALLS,19.5
1973,1101,2025-08-17T15:55:00,3577,VEG_BALLS;COFFEE,29.24
1974,1101,2025-08-17T11:02:00,2689,VEG_BALLS;CINNAMON_BUN;MEATBALLS,28.7
1975,1101,2025-08-17T17:57:00,3084,COFFEE,10.72
1976,1101,2025-08-17T12:12:00,1258,MEATBALLS;MEATBALLS;SALMON,20.65
1977,1101,2025-08-17T18:53:00,1477,VEG_BALLS,20.67
1978,1101,2025-08-17T17:52:00,1804,CINNAMON_BUN,30.46
1979,1101,2025-08-17T15:29:00,5887,CINNAMON_BUN,21.02
1980,1101,2025-08-17T14:54:00,3709,KIDS,10.08
1981,1101,2025-08-17T16:06:00,5572,SALMON,29.91
1982,1101,2025-08-17T19:52:00,360,COFFEE,34.53
1983,1101,2025-08-17T11:28:00,2046,CINNAMON_BUN,34.24
1984,1101,2025-08-17T15:36:00,5894,COFFEE;COFFEE,7.31
1985,1101,2025-08-17T17:05:00,4368,CINNAMON_BUN;KIDS;CINNAMON_BUN,6.65
1986,1101,2025-08-17T11:23:00,5790,COFFEE;MEATBALLS;COFFEE,34.89
1987,1101,2025-08-17T14:25:00,5556,SALMON;CINNAMON_BUN,9.75
1988,1101,2025-08-17T14:22:00,5474,SALMON,30.39
1989,1101,2025-08-17T13:13:00,4496,VEG_BALLS;MEATBALLS,31.81
1990,1101,2025-08-17T13:52:00,5595,SALMON,18.52
1991,1101,2025-08-17T17:55:00,4786,KIDS,31.98
1992,1101,2025-08-17T16:27:00,718,KIDS;VEG_BALLS;KIDS,32.35
1993,1101,2025-08-17T11:49:00,1062,VEG_BALLS,30.72
1994,1101,2025-08-17T15:00:00,791,SALMON;CINNAMON_BUN;KIDS,20.37
1995,1101,2025-08-17T16:06:00,1316,CINNAMON_BUN,12.32
1996,1101,2025-08-17T15:29:00,132,SALMON,18.6
1997,1101,2025-08-17T14:07:00,4727,CINNAMON_BUN;MEATBALLS;KIDS,7.5
1998,1101,2025-08-17T19:39:00,410,COFFEE,13.68
1999,1101,2025-08-17T17:25:00,5566,COFFEE,33.6
2000,1101,2025-08-17T19:21:00,848,COFFEE,24.86
2001,1101,2025-08-17T18:45:00,1364,VEG_BALLS,10.46
2002,1101,2025-08-17T13:23:00,5075,CINNAMON_BUN;KIDS;MEATBALLS,26.89
2003,1101,2025-08-17T18:23:00,3075,COFFEE,22.37
2004,1101,2025-08-17T13:42:00,3491,CINNAMON_BUN,25.01
2005,1101,2025-08-17T13:26:00,3451,SALMON,28.71
2006,1101,2025-08-17T19:49:00,4163,VEG_BALLS,11.59
2007,1101,2025-08-17T14:11:00,3672,KIDS,31.9
2008,1101,2025-08-17T15:00:00,3896,COFFEE,23.49
2009,1101,2025-08-17T13:25:00,4643,KIDS;VEG_BALLS,34.76
2010,1101,2025-08-17T15:07:00,2223,MEATBALLS;KIDS,7.25
2011,1101,2025-08-17T15:14:00,2666,COFFEE,7.49
2012,1101,2025-08-17T15:06:00,1585,SALMON,20.02
2013,1101,2025-08-17T15:07:00,4498,KIDS;KIDS,13.32
2014,1101,2025-08-17T11:21:00,5098,KIDS;KIDS,18.6
2015,1101,2025-08-17T19:29:00,3839,VEG_BALLS,16.05
2016,1101,2025-08-17T11:09:00,4332,SALMON;CINNAMON_BUN,25.14
2017,1101,2025-08-17T15:21:00,1102,SALMON,30.18
2018,1101,2025-08-17T10:51:00,4189,COFFEE;VEG_BALLS,6.07
2019,1101,2025-08-17T11:01:00,4307,COFFEE;MEATBALLS,20.03
2020,1101,2025-08-17T11:24:00,1349,COFFEE;KIDS,13.91
2021,1101,2025-08-17T14:34:00,5243,KIDS;COFFEE,30.07
2022,1101,2025-08-17T19:46:00,3782,KIDS,23.47
2023,1101,2025-08-17T11:06:00,5598,MEATBALLS,33.48
2024,1101,2025-08-17T15:54:00,4252,COFFEE,13.08
2025,1101,2025-08-17T13:11:00,296,SALMON,24.77
2026,1101,2025-08-17T15:22:00,3017,CINNAMON_BUN;KIDS,30.91
2027,1101,2025-08-17T18:36:00,2334,KIDS,12.48
2028,1101,2025-08-17T17:55:00,3347,KIDS,13.14
2029,1101,2025-08-17T16:11:00,1356,CINNAMON_BUN,25.62
2030,1101,2025-08-17T15:38:00,4560,SALMON,29.5
2031,1101,2025-08-17T18:22:00,4246,SALMON;CINNAMON_BUN,21.82
2032,1101,2025-08-17T17:23:00,3156,COFFEE,14.21
2033,1101,2025-08-17T16:44:00,5055,SALMON;COFFEE,24.19
2034,1101,2025-08-17T16:12:00,1985,MEATBALLS,7.75
2035,1101,2025-08-17T17:03:00,5715,COFFEE;CINNAMON_BUN,7.09
2036,1101,2025-08-17T14:59:00,5296,SALMON;COFFEE,30.33
2037,1101,2025-08-17T19:04:00,1134,KIDS;CINNAMON_BUN,16.07
2038,1101,2025-08-17T17:01:00,4914,COFFEE;MEATBALLS;CINNAMON_BUN,29.75
2039,1101,2025-08-17T17:13:00,5335,MEATBALLS,26.75
2040,1101,2025-08-17T11:53:00,5706,CINNAMON_BUN,11.73
2041,1101,2025-08-17T17:17:00,4098,VEG_BALLS,22.43
2042,1101,2025-08-17T13:14:00,1730,COFFEE,14.74
2043,1101,2025-08-17T17:17:00,5212,SALMON,30.16
2044,1101,2025-08-17T10:13:00,2615,MEATBALLS,22.11
2045,1101,2025-08-17T15:08:00,5062,KIDS,29.93
2046,1101,2025-08-17T17:00:00,4609,SALMON,11.49
2047,1101,2025-08-17T10:20:00,980,VEG_BALLS,18.72
2048,1101,2025-08-17T17:38:00,2291,KIDS,8.77
2049,1101,2025-08-17T13:44:00,1359,SALMON;SALMON,28.57
2050,1101,2025-08-17T18:51:00,1565,COFFEE,25.09
2051,1101,2025-08-17T18:41:00,1947,COFFEE,31.06
2052,1101,2025-08-17T13:13:00,4739,COFFEE,27.96
2053,1101,2025-08-17T15:30:00,5401,SALMON,16.4
2054,1101,2025-08-17T13:19:00,454,KIDS,15.06
2055,1101,2025-08-17T13:41:00,1622,KIDS;COFFEE,19.68
2056,1101,2025-08-17T14:27:00,2974,KIDS,19.32
2057,1101,2025-08-17T19:37:00,2019,KIDS,29.99
2058,1101,2025-08-17T16:16:00,5095,SALMON,25.25
2059,1101,2025-08-17T15:13:00,1589,VEG_BALLS;VEG_BALLS;SALMON,26.23
2060,1101,2025-08-17T18:43:00,1263,MEATBALLS;VEG_BALLS,30.04
2061,1101,2025-08-17T15:16:00,202,CINNAMON_BUN,22.04
2062,1101,2025-08-17T17:09:00,2220,COFFEE,18.47
2063,1101,2025-08-17T11:20:00,4983,COFFEE,30.67
2064,1101,2025-08-17T16:50:00,4871,MEATBALLS;VEG_BALLS;SALMON,12.87
2065,1101,2025-08-17T14:06:00,1775,VEG_BALLS,28.4
2066,1101,2025-08-17T19:27:00,3981,CINNAMON_BUN,19.38
2067,1101,2025-08-17T15:17:00,4360,MEATBALLS,28.68
2068,1101,2025-08-17T10:08:00,2566,VEG_BALLS,34.42
2069,1101,2025-08-17T12:03:00,4291,SALMON,8.08
2070,1101,2025-08-17T13:09:00,2981,VEG_BALLS;COFFEE,11.84
2071,1101,2025-08-17T19:40:00,4005,CINNAMON_BUN,30.41
2072,1101,2025-08-17T17:26:00,1240,KIDS,6.41
2073,1101,2025-08-17T16:13:00,3150,VEG_BALLS;COFFEE,27.67
2074,1101,2025-08-17T16:16:00,2214,SALMON;SALMON,28.13
2075,1101,2025-08-17T18:28:00,2578,COFFEE;SALMON,7.88
2076,1101,2025-08-17T15:06:00,3106,VEG_BALLS,26.41
2077,1101,2025-08-17T15:31:00,5173,KIDS,8.04
2078,1101,2025-08-17T14:37:00,1116,COFFEE;SALMON,33.21
2079,1101,2025-08-17T16:19:00,417,COFFEE,14.65
2080,1101,2025-08-17T19:16:00,570,SALMON,25.99
2081,1101,2025-08-17T16:03:00,3796,CINNAMON_BUN;CINNAMON_BUN,12.29
2082,1101,2025-08-17T18:49:00,1811,KIDS;COFFEE,11.35
2083,1101,2025-08-17T15:36:00,5765,SALMON;CINNAMON_BUN,23.37
2084,1101,2025-08-17T15:55:00,3681,VEG_BALLS,27.81
2085,1101,2025-08-17T15:54:00,32,MEATBALLS,30.45
2086,1101,2025-08-17T16:22:00,3903,CINNAMON_BUN,9.62
2087,1101,2025-08-17T16:43:00,267,VEG_BALLS,20.05
2088,1101,2025-08-17T13:05:00,1104,CINNAMON_BUN,17.14
2089,1101,2025-08-17T19:59:00,107,SALMON,14.82
2090,1101,2025-08-17T12:20:00,5746,VEG_BALLS;KIDS;KIDS,9.96
2091,1101,2025-08-17T16:59:00,4437,SALMON;MEATBALLS,6.16
2092,1101,2025-08-17T16:26:00,2750,VEG_BALLS,32.74
2093,1101,2025-08-17T10:10:00,1566,CINNAMON_BUN,30.98
2094,1101,2025-08-17T19:42:00,2002,CINNAMON_BUN,33.5
2095,1101,2025-08-17T16:00:00,4191,CINNAMON_BUN;VEG_BALLS,16.93
2096,1101,2025-08-17T13:07:00,4231,COFFEE,19.57
2097,1101,2025-08-17T16:51:00,3941,COFFEE;CINNAMON_BUN,12.57
2098,1101,2025-08-17T15:13:00,5843,COFFEE;KIDS;MEATBALLS,24.31
2099,1101,2025-08-17T13:43:00,4459,COFFEE;COFFEE,22.05
